imdb,year,title,test,budget,domestic_gross,foreign_gross
tt1285016,2010,The Social Network,notalk-disagree,42729274,103578637,136690349
tt0963966,2010,The Sorcerer's Apprentice,notalk,170917095,67459899,162371240
tt1273678,2010,The Spy Next Door,ok,29910492,25965625,28496428
tt0889573,2010,The Switch,men,20296405,29652476,23607924
tt1274300,2010,The Tempest,ok,21364637,296908,0
tt1243957,2010,The Tourist,nowomen,106823184,72245755,225503969
tt0840361,2010,The Town,notalk,39524578,98476300,64500500
tt1325004,2010,The Twilight Saga: Eclipse,ok-disagree,72639765,321037586,426287455
tt0780653,2010,The Wolfman,notalk-disagree,160234776,66433214,85933349
tt1570989,2010,Tiny Furniture,ok,53412,418399,34690
tt0435761,2010,Toy Story 3,dubious-disagree,213646368,443321427,693020296
tt1104001,2010,Tron Legacy,notalk-disagree,213646368,183802922,240886280
tt1403865,2010,True Grit,ok-disagree,37388114,182927231,86563016
tt1465522,2010,Tucker and Dale vs Evil,ok,5341159,239111,5611374
tt0477080,2010,Unstoppable,dubious,101482025,87128132,93949566
tt0817230,2010,Valentine's Day,ok,55548056,118024294,114390190
tt1027718,2010,Wall Street: Money Never Sleeps,dubious-disagree,74776229,56055056,90753775
tt1183923,2010,Welcome to the Rileys,ok,10682318,163287,170917
tt1235189,2010,Wild Target,notalk,8545855,116798,0
tt1399683,2010,Winter's Bone,ok-disagree,2136464,6977159,10255079
tt1216520,2010,Womb,ok,13887014,NA,NA
tt1302067,2010,Yogi Bear,nowomen,85458547,107085981,109000567
tt1414382,2010,You Again,ok,21364637,27455751,7623856
tt1182350,2010,You Will Meet a Tall Dark Stranger,ok,16023478,3469420,33115188
tt1022603,2009,(500) Days of Summer,notalk-disagree,8142987,35168338,30847628
tt0974661,2009,17 Again,ok-disagree,43429264,69668214,81764098
tt1190080,2009,2012,notalk-disagree,217146319,180353228,675646834
tt0472033,2009,9,nowomen,32571948,34471863,18251262
tt0971209,2009,A Perfect Getaway,dubious-disagree,15200242,16845625,7925841
tt1019452,2009,A Serious Man,men,7600121,10019987,22943443
tt1315981,2009,A Single Man,notalk,7600121,9962673,20592397
tt1185836,2009,Adam,men,3474341,2472641,598449
tt1091722,2009,Adventureland,men-disagree,10640170,17419505,1194305
tt1186830,2009,Agora,notalk,76001212,672527,41662636
tt1077262,2009,Ajami,men-disagree,1085732,675172,0
tt0881891,2009,All About Steve,ok,16285974,36766024,6801409
tt1174732,2009,An Education,ok,8142987,13652981,18541931
tt0808151,2009,Angels & Demons,nowomen,162859739,144810370,388149046
tt0913354,2009,Armored,nowomen,21714632,17359628,8329909
tt0375568,2009,Astro Boy,dubious,70572554,21227211,26645967
tt0499549,2009,Avatar,men-disagree,461435929,825707158,2196881643
tt1176740,2009,Away We Go,ok,22800364,10262276,712316
tt0889583,2009,Br&uuml;no,nowomen-disagree,45600727,65203101,76797827
tt0901476,2009,Bride Wars,ok,32571948,63749284,61273170
tt0810784,2009,Bright Star,ok,9228719,4825683,13914783
tt1210042,2009,Brooklyn's Finest,notalk,18457437,29492371,13104390
tt0765010,2009,Brothers,ok,28229022,30991293,17914260
tt1232207,2009,Capitalism: A Love Story,notalk-disagree,21714632,15594794,5166056
tt0795351,2009,Case 39,ok,29314753,14398811,17416169
tt1352824,2009,Chloe,men-disagree,14114511,3338902,7165738
tt0844471,2009,Cloudy with a Chance of Meatballs,notalk-disagree,108573160,135575603,121555689
tt1035736,2009,Coco avant Chanel,ok,24971827,6637983,48532202
tt0327597,2009,Coraline,ok,65143896,81740638,55101777
tt0433362,2009,Daybreakers,notalk,21714632,32682233,23126083
tt1278340,2009,Dead Snow,men-disagree,868585,50749,2331368
tt1136608,2009,District 9,notalk-disagree,32571948,125560771,108085006
tt1127180,2009,Drag Me to Hell,ok,32571948,45709979,53513389
tt1191111,2009,Enter the Void,notalk,17371706,366974,0
tt0780511,2009,Everybody's Fine,men,21714632,9998368,0
tt0432283,2009,Fantastic Mr. Fox,notalk,43429264,22803533,27681816
tt1013752,2009,Fast & Furious,notalk,92287186,168358172,225832172
tt1083456,2009,Fired Up!,notalk,21714632,18708557,1495355
tt1232776,2009,Fish Tank,ok,3257195,406796,6023224
tt0758746,2009,Friday the 13th,men,18457437,70574746,28987679
tt1201167,2009,Funny People,notalk,78715541,56300661,21742057
tt0436339,2009,G-Force,notalk,162859739,129676275,182351787
tt1046173,2009,G.I. Joe: The Rise of Cobra,notalk-disagree,190003029,163078512,165321657
tt1034032,2009,Gamer,notalk,54286580,22295397,15773266
tt1194263,2009,Get Low,notalk-disagree,7600121,9963686,564581
tt1289406,2009,Harry Brown,notalk,7925841,1974599,4859148
tt0417741,2009,Harry Potter and the Half-Blood Prince,ok-disagree,271432899,327846641,686678863
tt1001508,2009,He's Just Not That Into You,ok,43429264,102008450,91675473
tt1024744,2009,I Come with the Rain,nowomen,19543169,NA,NA
tt1045772,2009,I Love You Phillip Morris,notalk-disagree,14114511,2212134,14230929
tt1155056,2009,"I Love You, Man",men-disagree,43429264,77564677,22028943
tt1080016,2009,Ice Age: Dawn of the Dinosaurs,notalk,97715844,213426283,749583654
tt0361748,2009,Inglourious Basterds,dubious-disagree,76001212,131190089,212956123
tt1057500,2009,Invictus,notalk,53200848,40705558,94458649
tt1230414,2009,It's Complicated,ok,92287186,122400359,121470966
tt1131734,2009,Jennifer's Body,ok,17371706,17594056,18052864
tt1135503,2009,Julie & Julia,ok,43429264,102194949,35308744
tt0448011,2009,Knowing,notalk,54286580,86812530,117151533
tt1197624,2009,Law Abiding Citizen,notalk-disagree,57543775,79646802,62757516
tt0808526,2009,Life During Wartime,ok,4885792,305576,0
tt1149361,2009,Micmacs (Micmacs &agrave; tire-larigot),dubious,45600727,1367688,11397174
tt0892782,2009,Monsters vs Aliens,dubious-disagree,190003029,215356519,199053529
tt1182345,2009,Moon,notalk-disagree,5428658,5439692,6151658
tt1121977,2009,Mother and Child,ok,7600121,1205715,4234353
tt1179891,2009,My Bloody Valentine 3D,men,15200242,55965069,55599279
tt1078588,2009,My Sister's Keeper,ok,29857619,53418244,51542689
tt0875034,2009,Nine,men-disagree,86858528,21363903,36732355
tt1186367,2009,Ninja Assassin,notalk-disagree,54286580,41391219,25514692
tt1266029,2009,Nowhere Boy,dubious,2062890,1569280,6883389
tt1235796,2009,Ondine,ok,13028779,597665,0
tt1532957,2009,Paa,men,4668646,216308,10414396
tt1188729,2009,Pandorum,notalk,43429264,11216534,7277200
tt1003034,2009,Perrier's Bounty,nowomen,7165829,899,0
tt0762125,2009,Planet 51,notalk,65143896,45811424,72529100
tt0929632,2009,Precious: Based on the Novel Push by Sapphire,ok,10857316,51644478,22970089
tt1152836,2009,Public Enemies,notalk,111287489,105429554,122986641
tt0465580,2009,Push,ok,41257801,34538780,13680218
tt0988045,2009,Sherlock Holmes,notalk,97715844,226949041,314221075
tt1017460,2009,Splice,ok,32571948,18468479,5918139
tt0796366,2009,Star Trek,ok-disagree,152002424,279825625,138919821
tt0473705,2009,State of Play,ok,65143896,40191563,59093585
tt0986263,2009,Surrogates,notalk,86858528,41885106,88042603
tt0438488,2009,Terminator Salvation,men-disagree,217146319,136066564,267422283
tt0878804,2009,The Blind Side,men,38000606,277903289,54011152
tt1131729,2009,The Boat That Rocked,nowomen-disagree,54286580,8704817,31980424
tt1300851,2009,The Boondock Saints II: All Saints Day,nowomen,8685853,11153924,0
tt0362478,2009,The Box,ok,27143290,16342407,12257822
tt0896923,2009,The City of Your Final Destination,ok-disagree,9011572,535587,933729
tt1144884,2009,The Final Destination,ok,43429264,72176939,131272471
tt1220198,2009,The Fourth Kind,ok,10857316,28465896,25263567
tt1132620,2009,The Girl with the Dragon Tattoo,dubious-disagree,97715844,111304636,141855659
tt1103982,2009,The Girlfriend Experience,dubious,1411451,755495,336577
tt1247662,2009,The Good Guy,ok,10857316,109320,0
tt1119646,2009,The Hangover,notalk,38000606,301097804,208711236
tt1054606,2009,The Imaginarium of Doctor Parnassus,notalk,32571948,8348849,61520810
tt1130080,2009,The Informant!,notalk,23886095,36173125,9179152
tt1058017,2009,The Invention of Lying,men,20086035,20033106,15447803
tt0824758,2009,The Last Station,ok,19543169,7185227,9856575
tt0380510,2009,The Lovely Bones,ok,103144502,47896216,55133685
tt1234548,2009,The Men Who Stare at Goats,nowomen,26057558,35208316,37913772
tt0790712,2009,The Messenger,notalk,7057255,1204793,325719
tt0780521,2009,The Princess and the Frog,ok,114001818,113351355,180879061
tt1041829,2009,The Proposal,men-disagree,43429264,178014415,163675868
tt0898367,2009,The Road,notalk-disagree,27143290,8809919,21171766
tt0485601,2009,The Secret of Kells,nowomen-disagree,8685853,749470,2074427
tt0821642,2009,The Soloist,notalk,65143896,34439578,7311310
tt1111422,2009,The Taking of Pelham 123,nowomen,119430476,71063643,94363168
tt0452694,2009,The Time Traveler's Wife,dubious,42343532,68851502,38273981
tt1142988,2009,The Ugly Truth,men,41257801,96538057,126286684
tt1139668,2009,The Unborn,ok,17371706,46328612,38585166
tt0962736,2009,The Young Victoria,ok,38000606,11944429,22667490
tt1055369,2009,Transformers: Revenge of the Fallen,ok-disagree,228003635,436585563,471650305
tt1049413,2009,Up,notalk,190003029,318123879,476135059
tt1193138,2009,Up in the Air,men-disagree,32571948,91009693,90136740
tt1068678,2009,Veronika Decides to Die,ok,9771584,NA,NA
tt0409459,2009,Watchmen,men-disagree,149830960,116726786,83122045
tt1178663,2009,Whatever Works,dubious-disagree,16285974,5761658,32354802
tt0386117,2009,Where the Wild Things Are,notalk,108573160,83854815,23766870
tt1172233,2009,Whip It,ok,16285974,14161591,6311128
tt0365929,2009,Whiteout,ok,38000606,11156585,2148780
tt0458525,2009,X-Men Origins: Wolverine,dubious-disagree,162859739,195304827,211655344
tt0448182,2009,Yesterday Was a Lie,ok,217146,NA,NA
tt0403702,2009,Youth in Revolt,notalk-disagree,19543169,16596046,4777219
tt1156398,2009,Zombieland,ok-disagree,25623266,82070762,28930741
tt0478087,2008,21,ok,37878971,87835235,83001664
tt0800308,2008,Appaloosa,notalk,21645126,21873909,8142983
tt0455824,2008,Australia,men,140693320,53630131,179142433
tt0871426,2008,Baby Mama,ok,32467689,65470243,4217847
tt0799934,2008,Be Kind Rewind,notalk,21645126,12094392,21341102
tt0960731,2008,Bedtime Stories,ok,86580505,119158557,117160724
tt0861689,2008,Blindness,ok,27056408,3326198,18376242
tt0397892,2008,Bolt,ok-disagree,162338447,123435400,216343037
tt0887883,2008,Burn After Reading,notalk,40043484,65319955,111537756
tt0824747,2008,Changeling,ok,59524097,38679626,84487181
tt0892255,2008,Che: Part One,notalk,62770866,317867,32278131
tt0970411,2008,City of Ember,ok,41125740,8519189,4269898
tt1060277,2008,Cloverfield,ok,27056408,86632922,98177530
tt0489018,2008,Day of the Dead,ok,19480614,NA,NA
tt0452608,2008,Death Race,notalk,70346660,39303255,39178530
tt1034303,2008,Defiance,ok,54112816,31001030,14744586
tt0832266,2008,"Definitely, Maybe",ok,7575794,34893728,25565207
tt0483607,2008,Doomsday,ok,35714458,11914311,11485356
tt0918927,2008,Doubt,ok,21645126,36197653,18940013
tt1059786,2008,Eagle Eye,notalk-disagree,86580505,109784884,82928784
tt0808244,2008,Easy Virtue,ok,15151588,2875321,10822563
tt1129423,2008,Fireproof,men,541128,36208310,18377
tt0486321,2008,Fly Me to the Moon,nowomen,27056408,15740274,46540055
tt0800039,2008,Forgetting Sarah Marshall,ok,32467689,68368797,45455391
tt0369436,2008,Four Christmases,ok,86580505,130028810,46969924
tt0870111,2008,Frost/Nixon,notalk,31385433,20153811,10305845
tt0978759,2008,Frozen River,ok,1082256,2718061,3808084
tt0876563,2008,Gake no ue no Ponyo,ok,36796715,16331680,205869249
tt0995039,2008,Ghost Town,notalk,21645126,14342754,14458630
tt1205489,2008,Gran Torino,men-disagree,27056408,160277075,136848911
tt1104733,2008,Hamlet 2,ok,9740307,5288138,13062
tt0448157,2008,Hancock,nowomen,162338447,246696294,429006401
tt1227929,2008,Herb & Dorothy,ok,89286146,82236872,91344121
tt0962726,2008,High School Musical 3: Senior Year,ok,11904819,98008500,198954926
tt0465502,2008,Igor,men,32467689,21134953,12429440
tt0780536,2008,In Bruges,notalk,16233845,8442492,28931913
tt0367882,2008,Indiana Jones and the Kingdom of the Crystal Skull,notalk,200217418,343101064,508156453
tt0494238,2008,Inkheart,ok,64935379,18726740,44099812
tt0371746,2008,Iron Man,men-disagree,201299674,344811326,285541423
tt0373051,2008,Journey to the Center of the Earth,notalk,48701534,110070196,150650079
tt0489099,2008,Jumper,notalk,89286146,87844867,153620807
tt0441773,2008,Kung Fu Panda,notalk-disagree,140693320,233155446,450733714
tt1139797,2008,L&aring;t den r&auml;tte komma in (Let the Right One In),notalk-disagree,4870153,2296640,10958491
tt0866439,2008,Made of Honor,men,43290252,49797572,65515472
tt0467197,2008,Max Payne,ok,37878971,44034081,48782156
tt0765476,2008,Meet Dave,notalk,64935379,12774146,42040844
tt1013753,2008,Milk,notalk-disagree,21645126,34460447,27545665
tt1046997,2008,Miracle at St. Anna,men,48701534,8568101,1291750
tt0981227,2008,Nick and Norah's Infinite Playlist,ok,10822563,34077322,2226527
tt0410377,2008,Nim's Island,ok,40043484,51955621,49864874
tt0910936,2008,Pineapple Express,men,28138664,94525760,15376586
tt1226681,2008,Pontypool,nowomen-disagree,1623384,4183,30358
tt0368563,2008,Possession,ok,27056408,10934736,5088947
tt0926129,2008,Prom Night,ok,19480614,47477881,14329438
tt0830515,2008,Quantum of Solace,notalk,248918952,183300049,457062437
tt1082868,2008,Quarantine,ok,12987076,34298662,10389661
tt1084950,2008,Rachel Getting Married,ok,12987076,13849484,573599
tt0959337,2008,Revolutionary Road,ok,48701534,24796094,61313586
tt1032755,2008,RocknRolla,notalk,19480614,6169538,23911061
tt0814314,2008,Seven Pounds,ok,58441841,75705803,104616852
tt1000774,2008,Sex and the City,ok,62229738,165203458,284200508
tt1010048,2008,Slumdog Millionaire,notalk,15151588,152944384,263204450
tt0811080,2008,Speed Racer,ok,129870757,47560583,53516163
tt0942903,2008,Stargate: The Ark of Truth,dubious-disagree,7575794,NA,NA
tt0838283,2008,Step Brothers,notalk-disagree,70346660,108732985,30303177
tt0862846,2008,Sunshine Cleaning,ok,5411282,13054780,4761927
tt0383028,2008,"Synecdoche, New York",dubious,21645126,3337178,1406934
tt0936501,2008,Taken,ok,27056408,156928235,88680728
tt0200465,2008,The Bank Job,ok,21645126,32533339,39050346
tt0844286,2008,The Brothers Bloom,dubious,21645126,3822265,2164513
tt0499448,2008,The Chronicles of Narnia: Prince Caspian,ok,243507670,153270751,300725258
tt0421715,2008,The Curious Case of Benjamin Button,dubious-disagree,173161010,137997773,218940452
tt0468569,2008,The Dark Knight,dubious-disagree,200217418,577216380,508169122
tt0970416,2008,The Day the Earth Stood Still,ok,86580505,85895413,166342795
tt0406759,2008,The Eye,ok,12987076,34003083,27597536
tt0865556,2008,The Forbidden Kingdom,notalk-disagree,59524097,56358790,83333736
tt0852713,2008,The House Bunny,ok,27056408,52205219,23809639
tt0887912,2008,The Hurt Locker,notalk-disagree,16233845,18417633,35580705
tt0800080,2008,The Incredible Hulk,notalk,148810243,145895632,139190067
tt0981072,2008,The Lucky Ones,ok,15151588,288927,0
tt0467200,2008,The Other Boleyn Girl,ok,43290252,29020656,55086847
tt0976051,2008,The Reader,notalk,35173330,37007113,85308727
tt0416212,2008,The Secret Life of Bees,ok,11904819,40876996,2395965
tt1018785,2008,The Sisterhood of the Traveling Pants 2,ok,29220920,47716642,194987
tt0482606,2008,The Strangers,dubious-disagree,9740307,56924095,32959106
tt420238,2008,The Tale of Despereaux,ok,64935379,55062111,42862948
tt0430770,2008,The Women,ok,17316101,29114940,25110222
tt1125849,2008,The Wrestler,notalk,6493538,28396504,22073734
tt0882978,2008,Three Kingdoms: Resurrection of the Dragon,notalk,21645126,NA,NA
tt0800241,2008,Transsiberian,ok,16233845,2384904,4519431
tt0942385,2008,Tropic Thunder,nowomen,97403068,119547447,84093640
tt1099212,2008,Twilight,ok-disagree,40043484,208626391,222029298
tt0985699,2008,Valkyrie,notalk,97403068,89911432,130762910
tt0497465,2008,Vicky Cristina Barcelona,ok,17316101,25126430,87974568
tt0910970,2008,WALL-E,notalk-disagree,194806136,242217798,334182167
tt1185616,2008,Waltz with Bashir,nowomen,2164513,2471710,9569110
tt0493464,2008,Wanted,notalk,81169223,145572728,225009647
tt0494652,2008,"Welcome Home, Roscoe Jenkins",dubious,29762049,45927188,1267442
tt1152850,2008,Wendy and Lucy,ok,324677,936904,595621
tt1033643,2008,What Happens In Vegas,ok,37878971,86880989,149630660
tt1068680,2008,Yes Man,notalk-disagree,54112816,105726675,138853485
tt1038988,2007,[Rec],ok,2359441,NA,NA
tt0450385,2007,1408,ok,25279728,80878983,66601121
tt0463854,2007,28 Weeks Later,ok,16853152,32177067,39991180
tt0381849,2007,3:10 to Yuma,nowomen,53930087,60229701,19734939
tt0389722,2007,30 Days of Night,men,33706305,44457488,45736264
tt0411061,2007,88 Minutes,notalk,33706305,19022584,18004240
tt0445922,2007,Across the Universe,ok,50559457,27351175,5644087
tt0783233,2007,Atonement,ok,33706305,57278425,89007262
tt0416508,2007,Becoming Jane,ok,18538467,20969716,23258515
tt0442933,2007,Beowulf,ok,168531522,92349898,126735705
tt0445934,2007,Blades of Glory,ok,68536152,133246132,30335674
tt0398808,2007,Bridge to Terabithia,ok,28088587,92393631,62638278
tt0283503,2007,Brooklyn Rules,ok,8988348,514844,0
tt0423977,2007,Charlie Bartlett,men,13482522,4438327,1511857
tt0472062,2007,Charlie Wilson's War,ok,84265761,74896639,59381156
tt0795368,2007,Death at a Funeral,ok-disagree,23594413,48019515,7008536
tt0848557,2007,Diary of the Dead,ok,3089745,1070310,4990586
tt0486822,2007,Disturbia,ok-disagree,22470870,90119077,41979349
tt0765443,2007,Eastern Promises,ok,56177174,19303898,42903718
tt0461770,2007,Enchanted,ok,95501196,143484229,238952154
tt0486576,2007,Fantastic Four: Rise of the Silver Surfer,dubious,134825218,148219809,175602634
tt0452623,2007,Gone Baby Gone,ok,21347326,22808178,16088559
tt0427327,2007,Hairspray,ok,84265761,133557691,94377653
tt0373883,2007,Halloween,ok,16853152,65467925,21622875
tt0367959,2007,Hannibal Rising,notalk,56177174,31088139,59450715
tt0373889,2007,Harry Potter and the Order of the Phoenix,ok-disagree,168531522,328080020,731358493
tt0465494,2007,Hitman,nowomen-disagree,19662011,44590850,67725064
tt0498353,2007,Hostel: Part II,ok,8426576,19712359,18045903
tt0425112,2007,Hot Fuzz,notalk-disagree,17976696,26536733,65304653
tt0787475,2007,Hot Rod,notalk,28088587,15660322,445001
tt0480249,2007,I Am Legend,ok-disagree,168531522,288068696,369664953
tt0758758,2007,Into the Wild,notalk,22470870,20621917,42740555
tt0467406,2007,Juno,ok,7864804,161223170,98821084
tt0478311,2007,Knocked Up,ok-disagree,30897446,167140312,79089287
tt0805564,2007,Lars and the real Girl,ok,14044294,6692364,5164887
tt0337978,2007,Live Free or Die Hard,notalk,123589783,151149634,279764643
tt0465538,2007,Michael Clayton,men-disagree,24156185,55091699,49383970
tt0758766,2007,Music and Lyrics,men,44941739,56820503,106117432
tt0477348,2007,No Country for Old Men,dubious,28088587,83449513,100869200
tt0481141,2007,No Reservations,ok,31459218,48433689,54556822
tt1179904,2007,Paranormal Activity,dubious,505595,121251476,96921606
tt0808417,2007,Persepolis,ok,8201867,4992356,20559829
tt0449088,2007,Pirates of the Caribbean: At World's End,ok,337063045,347647302,732074044
tt0477071,2007,Premonition,ok,22470870,53764481,37760880
tt0382932,2007,Ratatouille,nowomen-disagree,168531522,231950669,472005158
tt0432021,2007,Resident Evil: Extinction,ok,50559457,56905993,107314403
tt00293564,2007,Rush Hour 3,notalk,202237827,157437618,126848059
tt0822854,2007,Shooter,notalk-disagree,67412609,52810568,54716568
tt0413267,2007,Shrek the Third,ok-disagree,179766957,362589890,544481522
tt0964587,2007,St. Trinian's,ok,12808396,16853,25202842
tt0486655,2007,Stardust,ok,78648044,43408033,108895786
tt0448134,2007,Sunshine,notalk-disagree,44941739,4144258,31843525
tt0829482,2007,Superbad,notalk-disagree,19662011,136469216,54379505
tt0815244,2007,Sydney White,ok,18538467,13361645,1959375
tt0780622,2007,Teeth,dubious-disagree,2247087,390519,2250528
tt0825232,2007,The Bucket List,notalk,50559457,105013679,90831515
tt0385752,2007,The Golden Compass,ok,230326414,78769081,339452975
tt0419887,2007,The Kite Runner,nowomen,22470870,17752075,65593218
tt0756683,2007,The Man from Earth,notalk,224709,NA,NA
tt0425430,2007,The Messengers,ok,17976696,39745163,20673200
tt0884328,2007,The Mist,ok,14606065,28755697,32789195
tt0481369,2007,The Number 23,notalk,35953391,39541053,47638244
tt0775529,2007,The Savages,ok,10111891,7441321,4515455
tt0780607,2007,The Signal,men,56177,282178,174317
tt0462538,2007,The Simpsons Movie,ok,81456903,205760152,386427060
tt0857191,2007,The Visitor,dubious,4494174,10591674,10952067
tt0469494,2007,There Will Be Blood,nowomen-disagree,28088587,45191743,41555601
tt0453556,2007,TMNT,notalk-disagree,39324022,60838866,47129189
tt0418279,2007,Transformers,notalk-disagree,169655066,358686980,437088075
tt0861739,2007,Tropa de Elite,ok-disagree,7345604,9824,16078414
tt0473308,2007,Waitress,ok,1685315,21456928,3505043
tt0498399,2007,We Own the Night,nowomen,31459218,32091974,30048808
tt0496436,2007,White Noise 2: The Light,notalk,11235435,NA,NA
tt0416449,2006,300,nowomen-disagree,69347781,243427977,281490728
tt0405296,2006,A Scanner Darkly,notalk,23115927,6358748,2200021
tt0437800,2006,Akeelah and the Bee,ok,9246371,21784947,128286
tt0429591,2006,Aquamarine,ok,13869556,21494740,5064250
tt0416496,2006,Bandidas,ok,40452872,NA,NA
tt0454082,2006,Black Christmas,ok,10402167,18765207,0
tt0450259,2006,Blood Diamond,notalk,115579635,66317186,131760783
tt0479647,2006,"Bon Cop, Bad Cop",notalk,9246371,14645442,0
tt0443453,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,notalk,20804334,148526717,153798105
tt0470705,2006,Bug,ok,4623185,8098328,0
tt0317219,2006,Cars,notalk-disagree,80905744,282110219,251483931
tt0381061,2006,Casino Royale,notalk,117891227,193439856,495836632
tt0206634,2006,Children of Men,ok,87840522,41091314,39178976
tt0424345,2006,Clerks II,dubious,5778982,27910249,2018488
tt0479884,2006,Crank,nowomen,13869556,32175530,18592736
tt0405094,2006,Das Leben Der Anderen,nowomen-disagree,2311593,13042765,80804485
tt0398913,2006,DOA: Dead or Alive,ok,34673890,555145,8409470
tt0457430,2006,El laberinto del fauno (Pan's Labyrinth),ok-disagree,18492742,43497951,57104376
tt0449010,2006,Eragon,notalk,115579635,86719588,201637864
tt0457572,2006,Fido,men,9246371,344554,140650
tt0414982,2006,Final Destination 3,ok,28894909,62526330,67845245
tt0424095,2006,Flushed Away,nowomen,172213656,74740347,130604988
tt0470765,2006,For Your Consideration,ok,13869556,6414581,0
tt0436331,2006,Friends with Money,ok,7512676,15451191,4796422
tt0438097,2006,Ice Age: The Meltdown,notalk,86684726,225762418,527700390
tt0417225,2006,Idlewild,ok,17336945,14643840,0
tt0454848,2006,Inside Man,dubious-disagree,57789817,102443127,110956450
tt0493430,2006,Jackass Number Two,notalk,12713760,84117369,14447455
tt0452637,2006,Lady in the Water,men,86684726,48873044,35251788
tt0408985,2006,Last Holiday,ok,52010836,44382535,5713432
tt0498380,2006,Letters from Iwo Jima,notalk,15025353,15899229,63568799
tt0404203,2006,Little Children,ok,16181149,6314137,10748906
tt0449059,2006,Little Miss Sunshine,ok,9246371,69221912,46994540
tt0490166,2006,London To Brighton,ok,953532,NA,NA
tt0425210,2006,Lucky Number Slevin,notalk-disagree,31206501,26000177,38141280
tt0483726,2006,Man of the Year,notalk,23115927,43275535,4507606
tt0422720,2006,Marie Antoinette,ok,46231854,18449366,51895256
tt0482546,2006,Miss Potter,ok,34673890,3473867,38009117
tt0385880,2006,Monster House,ok,86684726,85137126,78139184
tt0457510,2006,Nacho Libre,nowomen-disagree,36985483,92692547,22073941
tt0477347,2006,Night at the Museum,ok,127137598,289946849,374036008
tt0465551,2006,Notes on a Scandal,ok,31784400,20238130,37265502
tt0907657,2006,Once,men,173369,10917487,11039377
tt0400717,2006,Open Season,notalk,98242689,98364347,121123348
tt0401711,2006,Paris je t'aime,dubious,15025353,5614135,0
tt0396171,2006,Perfume: The Story of a Murderer,ok,73624227,2569674,151848720
tt0383574,2006,Pirates of the Caribbean: Dead Man's Chest,men-disagree,260054178,489266869,736589012
tt0409182,2006,Poseidon,men,184927415,70127732,139851358
tt0451176,2006,Quinceanera,ok,462319,1956408,959420
tt0405508,2006,Rang De Basanti,ok,6125721,2540087,31206501
tt0439289,2006,Running with Scissors,ok,13869556,7928763,2134410
tt0454945,2006,She's the Man,men-disagree,28894909,39168966,24723003
tt0423169,2006,Sherrybaby,dubious,2311593,230207,489630
tt0367027,2006,Shortbus,ok,2311593,2294593,0
tt0384537,2006,Silent Hill,ok,57789817,54302354,61257207
tt0439815,2006,Slither,ok,17625894,9018043,5926800
tt0475394,2006,Smokin' Aces,dubious-disagree,19648538,41218854,23560365
tt0417148,2006,Snakes on a Plane,ok,38141279,39321133,32362297
tt0405336,2006,Southland Tales,ok,19648538,318283,103128
tt0430634,2006,Stick It,ok,23115927,31103330,4032548
tt0420223,2006,Stranger Than Fiction,ok,34673890,46734845,5547822
tt0348150,2006,Superman Returns,notalk,268144752,231297965,220472776
tt0446046,2006,Take the Lead,ok,34673890,40154753,35423340
tt0429589,2006,The Ant Bully,men,52010836,32527039,24813056
tt0452594,2006,The Break Up,notalk,60101410,137316349,97245819
tt0382625,2006,The Da Vinci Code,notalk,144474543,251427474,636016607
tt0783238,2006,The Dead Girl,ok,3814128,22971,0
tt0407887,2006,The Departed,notalk,104021671,154080367,181723596
tt0458352,2006,The Devil Wears Prada,ok,40452872,144174568,233251993
tt0414993,2006,The Fountain,dubious,40452872,11724410,6146095
tt0433386,2006,The Grudge 2,ok,23115927,45242306,36523165
tt0464049,2006,The History Boys,notalk,4276446,3155666,12361581
tt0457939,2006,The Holiday,ok-disagree,98242689,73138793,164019434
tt0468492,2006,The Host,ok,57789817,30771576,36482346
tt0443543,2006,The Illusionist,nowomen,19070640,46080031,50766528
tt0410297,2006,The Lake House,dubious,46231854,60482951,72237272
tt0446755,2006,The Painted Veil,dubious,22422449,9316281,8157967
tt0482571,2006,The Prestige,notalk,46231854,61361102,63344708
tt0454921,2006,The Pursuit of Happyness,nowomen-disagree,63568799,187916346,167289498
tt0436697,2006,The Queen,dubious-disagree,17336945,65235123,83730698
tt0460989,2006,The Wind That Shakes the Barley,notalk-disagree,9593110,2114116,27555377
tt0370032,2006,Ultraviolet,notalk,34673890,21407734,2542752
tt0441909,2006,Volver,ok,10864486,14909619,84026395
tt0758794,2006,We Are Marshall,notalk,75126763,50329573,0
tt0455857,2006,When a Stranger Calls,ok,17336945,55316660,22057516
tt0477139,2006,Wristcutters: A Love Story,notalk,1155796,515676,16148
tt0376994,2006,X-Men: The Last Stand,ok,242717233,270875277,260050818
tt0463034,2006,"You, Me and Dupree",notalk,62413003,87611686,63106481
tt0383060,2006,Zoom,ok,40452872,13857222,597384
tt0389557,2006,Zwartboek,ok,25427520,5083807,26398183
tt0402022,2005,AEon Flux,ok,65616822,30849435,26360489
tt0398712,2005,Assault on Precinct 13,ok,35790994,23909452,19088530
tt0372784,2005,Batman Begins,notalk,178954969,244981925,200375879
tt0388500,2005,Beauty Shop,ok,29825828,43368365,2386066
tt0374536,2005,Bewitched,ok,95442650,75534696,80942701
tt0383222,2005,BloodRayne,dubious,29825828,2869746,1431640
